,dq_min,dq_mean,dq_variance,dq_skewness,dq_kurtosis,slope_100_2,intercept_100_2,discharge_capacity_2,discharge_capacity_100,diff_QD_n_2,slope_100_91,intercept_100_91,ave_chg_time_5_1,max_temp_100_2,min_temp_100_2,Integral_temp_100_2,integral_resistance_2,minimum_IR,difference_IR_100_2,cycle_life
10,-0.028293956,-0.011946218,8.99E-05,-0.282452637,-1.313287119,2.78E-05,1.074713044,1.0709661,1.0762016,0.0068777,-2.03E-05,1.0782165,10.764334,32.920418,32.725624,13.42727026,0.017121186,0,-6.81E-05,880
11,-0.028944555,-0.011013089,9.60E-05,-0.481998551,-1.250455985,3.08E-05,1.066116565,1.0611236,1.0677497,0.0082151,-2.43E-05,1.070167975,10.79770567,32.946217,32.761471,16.24923398,0.017168047,0,-0.000253296,719
12,-0.027606675,-0.012403806,7.95E-05,-0.12294983,-1.228098402,2.48E-05,1.085231606,1.0811664,1.0863206,0.0074255,-3.03E-05,1.089335225,10.11310767,32.046661,31.901474,10.0017516,0.01683085,0,-1.48E-05,862
13,-0.031067967,-0.013343116,0.000107113,-0.255987946,-1.290702298,1.92E-05,1.076150353,1.072052,1.0769763,0.0071738,-9.26E-06,1.077947375,10.14688067,31.784296,31.640633,13.68305086,0.016778639,0,2.22E-05,857
14,-0.044133215,-0.020702387,0.000223831,-0.052078891,-1.346528286,-0.000284664,1.101127588,1.0661705,1.0645274,1.817914,-0.000136415,1.077830975,9.958173667,32.036682,31.898972,15.17846093,0.019886132,0,-0.003994543,691
15,-0.045892693,-0.020106275,0.000239935,-0.273423663,-1.275414779,-9.39E-06,1.088863612,1.0851147,1.0870851,0.0041907,-6.11E-05,1.092914925,9.924738333,32.684296,32.523796,14.23666849,0.016449727,0,-6.61E-05,788
16,-0.063580427,-0.032795983,0.000429302,0.241672766,-1.072721023,-0.000137568,1.076894229,1.07263,1.0612478,0.0030942,-0.000226696,1.083988075,9.021115,32.146873,31.993999,15.92340159,0.015740737,0,-0.000580528,534
17,-0.064720263,-0.030657577,0.000446336,-0.090166652,-1.14308233,-7.99E-05,1.086333331,1.0824388,1.0767291,0.0034874,-0.000157436,1.09249795,8.964706333,32.964699,32.710648,16.60046751,0.015348774,0,-0.000203807,559
18,-0.029953517,-0.013340621,9.10E-05,-0.143174404,-1.230605855,-6.41E-06,1.08279698,1.0792934,1.0816909,0.004493,-2.02E-05,1.083722075,11.44700633,31.867296,31.690828,13.20457609,0.016937815,0,-9.14E-06,1014
19,-0.031842134,-0.013873507,0.000115169,-0.338863108,-1.27418819,2.67E-06,1.077907921,1.0745355,1.0776314,0.0045395,-0.000188936,1.0952615,12.147216,33.54303,33.329041,15.58102124,0.016687831,0,-4.86E-06,1017
20,-0.029441173,-0.012406193,9.38E-05,-0.357934776,-1.241394273,1.57E-06,1.078785748,1.0752345,1.0780438,0.0046786,-2.76E-05,1.080853225,12.13012667,33.830875,33.645519,14.61140605,0.016699277,0,-1.13E-05,854
21,-0.038354454,-0.017850157,0.000160243,-0.117068164,-1.27666995,-1.46E-05,1.091330774,1.0876514,1.0893713,0.0038948,-0.000233001,1.111209575,10.76481967,33.08757,32.974239,12.42562379,0.016376387,0,1.29E-05,870
22,-0.03583212,-0.015514187,0.000140054,-0.289518522,-1.236825171,-1.01E-05,1.082563574,1.0790461,1.0810226,0.0039534,-2.90E-05,1.083760675,10.79698533,33.767963,33.558357,13.98272987,0.016174601,0,3.19E-05,842
23,-0.03721348,-0.016698123,0.000142984,-0.14263301,-1.238482367,-6.93E-06,1.081062439,1.0777475,1.0796947,0.003847,-3.39E-05,1.08309,11.12990733,33.575493,33.383526,14.61003543,0.016742077,0,6.38E-05,860
24,-0.03686845,-0.016600523,0.000145117,-0.137629963,-1.278518582,-4.32E-06,1.083018026,1.0794537,1.0818107,0.0043492,-3.46E-05,1.085309325,11.17953533,32.557823,32.43998,11.51516986,0.016626336,0,1.78E-05,917
25,-0.040815385,-0.017719122,0.000180012,-0.285191424,-1.226991642,-1.56E-05,1.083631293,1.0798637,1.0814074,0.0039545,-3.58E-05,1.08500275,10.13017967,33.404472,33.191059,14.10997058,0.016072329,0,5.84E-05,709
26,-0.039478206,-0.017983589,0.000166827,-0.110732928,-1.242122685,-2.56E-05,1.098385738,1.0946392,1.0953494,0.0036942,-3.73E-05,1.09911625,10.11367267,30.410524,30.36055,13.23292892,0.016952254,0,1.07E-05,876
27,-0.045566285,-0.020730274,0.000225703,-0.155656031,-1.27944672,-1.19E-05,1.081293871,1.0778366,1.0793804,0.0038201,-3.49E-05,1.082907,10.096438,32.857018,32.694492,14.40715084,0.016239462,0,5.13E-05,731
28,-0.044901781,-0.021651569,0.00021525,0.064832107,-1.232742809,-2.10E-05,1.096574675,1.0924908,1.0937657,0.0043354,-4.37E-05,1.0981455,10.14642867,33.294186,33.112366,15.1489444,0.016591828,0,-1.72E-05,757
29,-0.037218142,-0.016080359,0.000141705,-0.150901165,-1.179900135,5.17E-07,1.080057613,1.0766174,1.0794187,0.004865,-2.13E-05,1.081633325,11.067937,32.460545,32.346123,12.13000319,0.0169825,0,-2.84E-05,742
30,-0.039152034,-0.018223342,0.000168808,-0.094487271,-1.299924228,4.07E-06,1.074314703,1.0707464,1.0739936,0.0050792,-2.45E-05,1.07644835,11.051195,31.901596,31.799994,11.34399003,0.017059039,0,3.24E-05,703
31,-0.044621406,-0.021042351,0.000214042,-0.024120388,-1.28772956,-6.27E-06,1.081611735,1.0778315,1.0802411,0.0045278,-3.85E-05,1.084085275,11.52484333,32.125908,31.963703,12.071307,0.016480684,0,8.79E-05,704
32,-0.044544785,-0.019436825,0.000211866,-0.23647587,-1.263773213,-8.72E-06,1.078490917,1.0748194,1.0768065,0.0044724,-4.43E-05,1.08122425,11.574392,32.956642,32.84407,12.08585841,0.016607935,0,6.72E-05,648
33,-0.056415597,-0.026764194,0.000368937,-0.063810422,-1.348347928,-8.89E-06,1.076264178,1.0729513,1.0749754,0.0036465,-1.85E-06,1.075170025,10.24306667,33.423599,33.205879,11.72964142,0.016260354,0,8.90E-05,617
34,-0.053143954,-0.024440041,0.000312944,-0.152502333,-1.277189897,-2.38E-06,1.085795686,1.0817773,1.0847629,0.0046894,-2.01E-05,1.08684735,10.258443,32.999767,32.920807,13.58685844,0.016743599,0,9.16E-05,625
35,-0.029095709,-0.012628808,8.81E-05,-0.248504664,-1.241494119,-7.21E-06,1.087314389,1.0833029,1.0857353,0.0045033,-4.39E-05,1.090114025,12.07122267,33.251053,33.170803,12.28264452,0.016756468,0,6.66E-05,966
36,-0.028506291,-0.012358569,8.48E-05,-0.231356313,-1.242949266,7.68E-07,1.082862896,1.0789614,1.0821686,0.0049075,-3.07E-05,1.0852517,12.087368,32.951008,32.809189,11.4289576,0.016856873,0,-9.89E-07,1051
37,-0.044709646,-0.02059921,0.000215846,-0.107694084,-1.31624188,3.05E-06,1.083749467,1.0798725,1.0832821,0.0049595,-3.63E-05,1.08684985,11.17109367,33.228027,33.104519,10.61297711,0.0167679,0,0.000103314,702
38,-0.04460589,-0.019165627,0.000214892,-0.237253536,-1.302612729,-2.33E-05,1.071723916,1.0682389,1.0688359,0.0034321,-3.66E-05,1.0725121,11.17087433,33.337811,33.239365,12.30839224,0.016111452,0,0.000127854,651
39,-0.058797072,-0.029329093,0.000379577,0.139079849,-1.289284602,-3.30E-05,1.088534571,1.0847682,1.0847102,0.0035624,-4.68E-05,1.08942195,10.27110433,32.182384,32.04871,11.49355635,0.017436398,0,0.000152771,616
40,-0.05940351,-0.028866091,0.000375585,0.115197766,-1.280392401,-1.20E-05,1.087787919,1.0839558,1.0858277,0.0044825,-3.38E-05,1.08925985,10.25446533,32.67416,32.536457,13.21678512,0.016685704,0,0.000150384,599
41,-0.135422472,-0.071338273,0.001795919,0.488862462,-0.88244775,-0.000349156,1.078648068,1.0700541,1.038452,0.0035296,-0.000653757,1.10469895,10.24416467,30.141245,29.813189,72.49380524,0.017505454,0.016423751,-0.00021299,300
42,-0.138026237,-0.077684057,0.001875422,0.930996813,-0.509431483,-0.001083488,1.084113921,1.0720705,0.96833885,0.0015459,-0.001344113,1.103487757,10.32765733,30.367321,29.542356,72.15138689,0.017582141,0.016267318,-0.000832979,148
43,-0.054563938,-0.024491467,0.000321175,-0.170198801,-1.283832873,-1.11E-05,1.078620478,1.0735391,1.0759984,0.0064283,-6.86E-05,1.08277025,10.075615,31.404175,31.186819,27.55547357,0.017894397,0.017170077,-0.000232082,438
44,-0.100741258,-0.056715014,0.001176126,0.422060914,-1.034630388,-0.000223704,1.072395108,1.0668509,1.046734,0.0020589,-0.000372688,1.08396325,10.135263,31.234581,30.572865,59.33041146,0.016825944,0.015852956,-0.000333825,335
45,-0.064008172,-0.032231502,0.000444626,0.160033993,-1.137370317,-0.000104848,1.077265638,1.0728973,1.0650914,0.0027499,-0.000187429,1.083911275,10.124655,31.468864,31.252102,57.31343365,0.016936054,0.015997788,-0.00085516,444
46,-0.048099795,-0.022220247,0.000249635,-0.079329329,-1.273671278,2.50E-07,1.071984611,1.0680153,1.070745,0.0050053,-0.000102415,1.08075045,10.16286633,30.715313,30.611765,28.13109964,0.017180175,0.016727364,-0.000308501,480
47,-0.072457157,-0.039274778,0.000569653,0.435260516,-1.012803664,-0.000211805,1.075570065,1.0687391,1.0521992,0.0037921,-0.000304182,1.082472475,10.19462267,31.279919,30.735744,53.73972393,0.016829265,0.015648872,-0.001029189,511
48,-0.048322112,-0.023504786,0.000236421,0.165527201,-1.09103564,-5.79E-05,1.074521458,1.0690521,1.0670482,0.0048897,-0.000182763,1.0850476,10.114951,31.496935,31.098475,41.16300129,0.018265773,0.017479882,-0.000579358,561
49,-0.056490969,-0.027693462,0.000344574,0.088016983,-1.209469188,-3.95E-05,1.07625712,1.0717047,1.0705185,0.0042239,-0.000123274,1.08295805,10.107076,31.759281,31.625055,45.09166504,0.017606791,0.016988125,-0.00052274,477
50,-0.066445666,-0.035010443,0.000478509,0.351601633,-1.084128358,-0.000145864,1.076428551,1.0712759,1.0600308,0.4178432,-0.000242427,1.084262325,10.17263867,31.869484,31.551285,61.30868948,0.017133227,0.016133603,-0.000956277,458
51,-0.076931976,-0.037168548,0.000653404,-0.050698994,-1.161868337,-0.000119422,1.085093424,1.080285,1.0716245,0.0029318,-0.000189895,1.090581125,10.23092367,31.200628,30.981241,49.39941165,0.017087275,0.016480118,-0.000497063,483
52,-0.052230819,-0.024366548,0.000317138,-0.112798033,-1.322964169,-2.82E-06,1.082232362,1.0780684,1.0809475,0.0048147,-5.71E-05,1.0865303,10.114209,31.365557,31.123295,25.94348627,0.017164165,0.016895344,-0.000133067,485
53,-0.057819507,-0.024470064,0.000372399,-0.300708614,-1.258172708,2.34E-05,1.073435792,1.0656468,1.073837,0.0110646,-3.81E-05,1.0775573,10.161191,31.39164,31.237967,52.92568459,0.017780064,0.016974878,-0.000504403,494
54,-0.055433267,-0.026516399,0.000296719,0.09958102,-1.011572371,-7.98E-05,1.068221982,1.063838,1.0588086,0.0037714,-0.000135637,1.072360525,10.18597433,31.041552,30.864801,41.24554275,0.017536523,0.016697574,-0.000435537,487
55,-0.064540909,-0.0315363,0.000483053,-0.038468741,-1.230444425,-0.000177853,1.05125466,1.0480373,1.0328457,0.0016425,-0.000193127,1.051997125,10.333377,31.723822,31.554396,33.85911924,0.017928939,0.01643493,-0.001034869,461
56,-0.043721121,-0.020908146,0.000190136,0.084765575,-1.085962934,-4.68E-06,1.088221642,1.0831043,1.0862604,0.0063896,-0.000131301,1.099014125,10.147933,30.425707,30.26903,34.06755453,0.017545482,0.017016182,-9.67E-05,502
57,-0.058796232,-0.026208784,0.000297484,0.128075031,-1.193858871,-4.27E-05,1.0820929,1.0768799,1.0766457,0.005137,-0.00016668,1.09275765,10.121576,31.273329,30.833147,50.74817511,0.017655412,0.017046094,-0.000258873,489
58,-0.050601827,-0.023680987,0.000279031,-0.053478681,-1.268750344,-6.50E-06,1.084561882,1.079723,1.0825431,0.0056468,-9.59E-05,1.09203775,10.14747167,31.170246,30.842409,43.16405401,0.017338831,0.016841408,-0.000345537,513
59,-0.05240216,-0.027351232,0.000297674,0.267605378,-1.16867389,-6.53E-05,1.078857101,1.0745209,1.0714235,0.00356,-0.00012974,1.08417895,10.250747,30.703768,30.39805,49.49535248,0.017877026,0.016867813,-0.00082546,527
60,-0.044037315,-0.019580447,0.000201464,-0.140644008,-1.175947917,4.17E-06,1.071891105,1.0679682,1.0710108,0.0054579,-0.000117195,1.08246685,10.058893,30.8605,30.497284,37.15424784,0.017488673,0.016777694,-0.000260558,495
61,-0.056945454,-0.026755635,0.000352807,-0.02246698,-1.26699931,-2.85E-05,1.07203105,1.0672674,1.0676695,0.0048971,-0.000130731,1.080637175,10.04198667,29.985424,29.592978,35.62066982,0.017678419,0.016927639,-0.000553833,461
62,-0.058946417,-0.028812073,0.000391597,0.07486354,-1.310640755,-3.49E-05,1.082488726,1.0766411,1.0773104,0.0058852,-9.72E-05,1.087203675,10.00823233,30.881931,30.543787,48.93880477,0.018048871,0.017280709,-0.000577019,471
63,-0.050249948,-0.02303863,0.000274278,-0.090781909,-1.265957272,2.23E-06,1.070538281,1.065841,1.0693567,0.005946,-5.26E-05,1.07470605,10.14740933,31.007998,30.600172,41.12583198,0.017624324,0.017141469,-0.00026701,468
64,-0.05167304,-0.024117093,0.000300414,-0.131648072,-1.29744513,7.63E-06,1.076321875,1.07155,1.0759076,0.0063132,-5.93E-05,1.082180975,10.13968633,31.894941,31.69824,39.5888856,0.017233955,0.01686197,-8.50E-05,509
65,-0.041097994,-0.017621935,0.000195478,-0.285767383,-1.362456897,3.43E-05,1.076522745,1.0725043,1.0787998,0.0068375,-1.97E-05,1.08062705,10.114581,32.255154,31.576876,59.33168001,0.017144648,0.016837668,4.10E-05,498
66,-0.047269755,-0.020763689,0.000248431,-0.199114263,-1.289094832,1.02E-05,1.071661993,1.0672802,1.071249,0.0058776,-6.28E-05,1.077527525,10.09733367,31.210489,30.936848,34.67474707,0.017789029,0.017362976,-0.00031568,481
67,-0.045379041,-0.021930202,0.000236013,-0.004593958,-1.358649097,1.42E-05,1.078520557,1.0732793,1.0785081,0.0068458,-7.03E-05,1.0854979,10.14688433,31.052708,30.773676,45.62679805,0.01768863,0.017382273,-3.72E-05,492
68,-0.057812341,-0.024188844,0.000325784,-0.208380059,-1.305499132,1.86E-05,1.078736918,1.0742669,1.0795146,0.0066598,-0.000100955,1.089246675,10.13043933,31.714748,31.56394,35.37562092,0.017645668,0.017273866,0.000109414,519
69,-0.043172684,-0.01974285,0.000207195,-0.074716717,-1.353018136,2.19E-05,1.083478967,1.079052,1.0847911,0.006544,-2.13E-05,1.08671535,10.12924833,31.654585,31.424679,48.26551175,0.017695136,0.017406421,9.91E-05,520
70,-0.042399078,-0.018675489,0.000197953,-0.126430719,-1.347465827,2.21E-05,1.073569632,1.0688509,1.0746909,0.0068526,-7.25E-05,1.081752,10.164115,32.122513,31.839197,42.26762292,0.017662423,0.017337065,-0.00014857,499
71,-0.053449594,-0.023497206,0.000324959,-0.186880147,-1.379552926,1.50E-06,1.073294374,1.0687217,1.0718495,0.0057665,-8.16E-05,1.079975025,10.13029333,32.427845,31.718256,52.94827065,0.017460613,0.016943242,-0.000378346,463
72,-0.049023414,-0.020428504,0.000272864,-0.329542843,-1.320717993,2.54E-05,1.08389931,1.079731,1.0852383,0.0063388,-6.39E-05,1.091327375,10.14772167,31.95656,31.341909,46.04324949,0.02021559,0.020022187,9.95E-05,535
73,-0.051133704,-0.023311257,0.000299821,-0.112653712,-1.378844252,3.65E-05,1.078847025,1.0748166,1.081265,0.0068574,-4.79E-05,1.085882175,10.11468833,31.094076,30.818678,41.33521447,0.018226312,0.01798249,9.34E-05,478
74,-0.051382602,-0.024707126,0.00029091,0.040456653,-1.319355173,1.79E-05,1.074054956,1.0699497,1.074622,0.0057986,-3.77E-05,1.07842615,10.14849333,30.864056,30.429075,40.59528216,0.017847016,0.017577264,-3.57E-05,465
75,-0.052044824,-0.025512914,0.000312178,0.050302845,-1.387194837,3.34E-05,1.084230467,1.0784613,1.0863159,0.0084206,-3.95E-05,1.090053075,10.14447933,30.815441,30.509815,33.02726478,0.018174672,0.017882114,7.45E-05,459
76,-0.050290984,-0.023897327,0.00027551,0.03158942,-1.313456864,-1.91E-05,1.082240642,1.0765519,1.0798434,0.0065683,-3.72E-05,1.0835519,10.13158333,31.764589,31.646299,19.98069787,0.017582053,0.016822435,-0.000469548,499
77,-0.056580278,-0.025823462,0.000363846,-0.13595648,-1.380624411,1.86E-05,1.073816218,1.0682049,1.0736984,0.0079039,-5.05E-05,1.07922505,10.12803633,31.713554,31.613861,17.909174,0.0179385,0.017491397,-7.86E-05,429
78,-0.049971845,-0.023693164,0.000258645,0.076712607,-1.244242733,1.34E-05,1.082464683,1.0780239,1.082616,0.0060867,-7.10E-05,1.0895609,10.13045433,31.305441,31.041187,21.69013072,0.017394457,0.016997622,-9.30E-05,466
79,-0.05942521,-0.028338762,0.000402746,-0.010141831,-1.361795698,1.40E-05,1.078926888,1.0735646,1.0790776,0.0070754,-4.50E-05,1.08339965,10.12917433,31.179976,31.026157,23.27711962,0.01812768,0.017879792,9.04E-05,462
80,-0.05693356,-0.026474516,0.000352711,-0.040753542,-1.293039936,2.35E-05,1.075170928,1.070887,1.0763599,0.4738314,-2.78E-05,1.0791691,10.14690533,31.10401,31.01469,17.31371061,0.01761589,0.017408777,0.000186326,457
81,-0.043515981,-0.020855719,0.000204919,0.028860296,-1.297208744,-5.75E-06,1.074823045,1.0704726,1.0730408,0.0051856,-0.00010906,1.083619725,10.097114,30.983849,30.833702,16.14931751,0.017153347,0.016835565,-0.000126906,487
82,-0.060267996,-0.030082086,0.000427619,0.062296787,-1.355485972,3.06E-05,1.077588987,1.0726138,1.0795197,0.0073842,-2.50E-05,1.08194545,10.14691733,30.663383,30.538319,18.25382586,0.017752018,0.017551575,0.000247778,429
83,-0.029613238,-0.011988542,9.25E-05,-0.271468573,-1.210870367,-7.69E-06,1.049325369,1.0421375,1.0470229,0.0081127,-7.69E-05,1.054693975,10.112717,30.575901,30.516817,16.59952627,0.017923383,0.016881866,-0.000836281,713
84,-0.023311657,-0.010102177,5.69E-05,-0.195121621,-1.171883788,-4.51E-06,1.070630378,1.0674551,1.0694544,0.0039161,-5.44E-05,1.07476775,10.044531,32.122566,31.878368,72.69501155,0.015398955,0.015158045,-0.000128412,1009
85,-0.022324178,-0.009621019,5.18E-05,-0.286369544,-1.123994227,-1.41E-05,1.068449551,1.0650603,1.0664777,0.0036796,-7.72E-05,1.074050725,10.04113867,34.62183246,34.0509348,72.04416845,0.015162034,0.014931546,-0.000102823,1063
86,-0.026836615,-0.010705414,7.65E-05,-0.479549592,-1.020400957,-1.20E-05,1.065276077,1.0628892,1.0635946,0.002645,-9.18E-05,1.0725332,10.04206533,36.06409477,35.62045348,59.21079954,0.015006617,0.014876954,5.61E-05,1115
87,-0.024810276,-0.010106439,6.63E-05,-0.435859453,-1.108117429,-4.67E-06,1.074785572,1.0724765,1.0738586,0.0027885,-3.23E-05,1.07698565,10.04503133,32.126026,31.93483587,64.31978167,0.015246842,0.015042193,-6.73E-05,1048
88,-0.025445098,-0.011445765,7.68E-05,-0.1629821,-1.284729378,-1.54E-05,1.053951937,1.0514506,1.0518515,0.0026052,-7.83E-05,1.059515225,10.04191,34.92528842,34.253468,76.39661355,0.015374157,0.015049953,-0.000167234,828
89,-0.053201647,-0.028517561,0.000298052,0.483158631,-0.867078398,-0.000202274,1.064077767,1.0626124,1.04378,0.0004592,-0.000254094,1.069026075,10.06247167,34.04066721,33.463516,65.65207662,0.013527169,0.013516996,0.000320148,667
90,-0.017059022,-0.007037779,3.25E-05,-0.340782933,-1.200764084,-1.17E-06,1.07025706,1.0675218,1.0684743,0.0033972,-1.96E-06,1.0699458,11.04157733,32.53151405,32.36458069,65.81522345,0.015535541,0.015372629,-3.54E-05,1836
91,-0.026848971,-0.011806368,8.09E-05,-0.215071989,-1.279153508,-2.31E-06,1.068140574,1.0647362,1.067026,0.0039782,-3.42E-05,1.070511275,10.04495,32.751862,32.413548,72.20219206,0.015438134,0.015042305,-0.000172681,828
92,-0.029575275,-0.014478012,0.00010416,-0.055848608,-1.347216279,1.23E-06,1.072806123,1.0694826,1.0724456,0.0038881,-1.83E-05,1.0741744,10.04174933,32.8274182,32.535038,62.38558776,0.015903223,0.015742281,-2.94E-05,1039
93,-0.019093026,-0.008335184,3.88E-05,-0.244956487,-1.191875307,-1.32E-06,1.064472112,1.0617746,1.0623909,0.0032262,-4.90E-05,1.068523375,11.04500333,32.134052,31.887552,73.58477356,0.015551002,0.015276617,-0.000143864,1078
94,-0.034087375,-0.015620691,0.00013034,-0.140192583,-1.265606336,-1.69E-05,1.070702638,1.0680679,1.0682998,0.0026928,-3.87E-05,1.0722181,10.04221833,34.08915333,33.29528239,67.35924862,0.015608084,0.015349261,-4.96E-05,817
95,-0.031734922,-0.015314893,0.000113034,0.009007908,-1.283370923,-6.09E-06,1.076655872,1.0741653,1.0755343,0.0027777,-2.05E-05,1.077628,10.04249167,33.2731083,32.601635,74.83524469,0.016139418,0.01593674,-4.04E-05,932
96,-0.027646084,-0.01176548,8.05E-05,-0.258268736,-1.19793888,-1.11E-05,1.069299447,1.065558,1.067306,0.0040867,-5.42E-05,1.0726685,10.04231967,33.84244652,33.16070928,66.91071466,0.015250437,0.014837899,-0.000145141,816
97,-0.02928236,-0.013203557,0.000100077,-0.192042863,-1.319836822,5.72E-06,1.076742406,1.0727056,1.0763919,0.0050386,-1.43E-05,1.0778576,10.041712,33.144466,32.51758051,73.62519875,0.015668793,0.015286244,-7.74E-05,858
98,-0.029484345,-0.013340331,9.98E-05,-0.153823788,-1.284265483,-1.08E-05,1.071109552,1.0684187,1.0693594,0.0028587,-0.000139455,1.08264575,10.04153367,33.27517157,32.576996,53.88322265,0.015417448,0.015105528,-9.03E-05,876
99,-0.013451996,-0.005323302,2.02E-05,-0.053271978,-0.888632637,-9.05E-06,1.063981182,1.061009,1.0625579,0.0033309,-0.0001504,1.076827725,11.04336633,35.2887164,34.525063,77.39532702,0.015453937,0.015147754,-0.000120936,1638
100,-0.017882392,-0.007236217,3.63E-05,0.016698005,-0.815241086,-5.49E-06,1.067333427,1.0664514,1.0664585,0.0025996,-8.27E-06,1.067437325,10.04197433,35.00442975,34.61918985,63.08850148,0.015524552,0.01535425,-0.000162275,1315
101,-0.02345577,-0.010342257,5.57E-05,-0.2289617,-1.0571234,-2.88E-05,1.070344376,1.0680237,1.0670015,0.0021301,-6.78E-05,1.07382015,10.04312967,35.26560194,34.89157593,70.21331079,0.015098186,0.014962843,-3.74E-05,1146
102,-0.025293658,-0.01154548,6.73E-05,-0.120878129,-1.111881723,-2.92E-05,1.074217811,1.0719248,1.0708553,0.0019749,-8.96E-05,1.0796958,10.043437,35.23060577,34.81238607,72.61007572,0.015555796,0.015178323,-4.25E-05,1155
103,-0.028071994,-0.011919383,8.58E-05,-0.339530047,-1.182800467,-6.37E-06,1.067787879,1.0650502,1.0664401,0.0030607,-3.94E-05,1.070429225,10.04332967,32.8321185,32.33881837,77.58784783,0.015409848,0.015206913,-7.64E-05,813
104,-0.043276149,-0.023538704,0.000197548,0.506139744,-0.846087567,-0.000159125,1.070099713,1.0678563,1.0538316,0.0008404,-0.000187798,1.072691125,10.067868,34.88277627,33.969913,69.13551743,0.013943589,0.013937969,0.000233937,772
105,-0.02840933,-0.013722551,8.98E-05,0.052922112,-1.268973626,-1.55E-05,1.058952039,1.0562643,1.0569046,0.0028446,-4.86E-05,1.061846725,10.04338433,34.78859178,34.35479454,64.82013369,0.015852775,0.015614755,-0.000122983,1002
106,-0.024772399,-0.010345483,6.99E-05,-0.335748806,-1.26185221,1.07E-05,1.049914464,1.0462732,1.050084,0.0048557,-6.89E-05,1.056836225,10.04224033,34.50907777,34.126019,73.2568151,0.015751192,0.01550305,-0.000150559,825
107,-0.026576249,-0.010925822,7.14E-05,-0.36635098,-1.073334513,8.05E-06,1.064430317,1.0611302,1.0643663,0.0043403,-5.25E-05,1.06958435,10.04159833,35.484825,34.845345,78.73374754,0.015752004,0.015591009,-4.92E-05,989
108,-0.024179139,-0.010139593,6.03E-05,-0.342155479,-1.060483006,4.43E-07,1.075104396,1.0720186,1.074435,0.0037909,-4.71E-05,1.079078425,10.04181667,35.80235019,35.075382,70.98160357,0.015693368,0.015538619,-4.24E-05,1028
109,-0.026600291,-0.010709911,7.41E-05,-0.361154542,-1.114148588,-3.05E-06,1.063881142,1.0604171,1.0627574,0.0040355,-4.92E-05,1.067626875,10.04502233,35.347363,34.745525,73.27778454,0.015073455,0.014862282,-9.95E-05,850
110,-0.057831121,-0.030256119,0.000353461,0.299642387,-0.980301345,-0.000196962,1.054584943,1.0518668,1.0340093,0.0008317,-0.00027446,1.06134355,10.05914167,35.31690665,34.51374492,68.87896916,0.013169404,0.013169404,0.000435923,541
